TOTAL_REGISTOS,ESCOLA,INEP,ANO,VALOR_DESTINADO
1,EE - COLEGIO MODELO LUIS EDUARDO MAGALHAES,29394414,2019,"R$    18.000,00"
1,EEEF PAULO MARANHAO,15040089,2019,"R$    15.000,00"
1,CE ALBERTO RANGEL,33077363,2019,"R$    12.000,00"
1,EC 204 SUL,53001532,2019,"R$    12.000,00"
1,EE FELIZARDO MOURA ENS 1 E 2 GRAUS,24057819,2019,"R$    12.000,00"
1,EEM DOUTOR JOAO RIBEIRO RAMOS,23025034,2019,"R$    15.000,00"
1,COLEGIO ESTADUAL GOV AUGUSTO FRANCO,28018419,2019,"R$    18.000,00"
1,EE PROFESSOR BASILIO DE MAGALHAES,31134295,2019,"R$    15.000,00"
1,EE NOSSA SENHORA DO PATROCINIO,31045799,2019,"R$    15.000,00"
1,ESCOLA JULIETA VILAS BOAS,29161657,2019,"R$     9.960,00"
1,EE ANA CHAVES,31158356,2019,"R$    12.000,00"
1,MARIA AUDAY VASCONCELOS NERY EEEP,23252448,2019,"R$    12.000,00"
1,EE PADRE JOAO BALKER,31159387,2019,"R$    18.000,00"
1,ESC EST ENS MED GUARANI,43038271,2018,"R$    15.000,00"
1,ESCOLA MUNICIPAL DOUTOR CARLOS AGUIAR RIBEIRO,29449243,2018,"R$    12.000,00"
1,U E ALCIDES JOSE DE MOURA,22165614,2019,"R$    15.000,00"
1,MARIA CAROLINA DE LIMA DONA,35024659,2019,"R$     9.960,00"
1,EEB GREGORIO MANOEL DE BEM,42093503,2019,"R$     9.960,00"
1,GERALDO MARTINS DOS SANTOS PROFESSOR,35042298,2019,"R$     9.960,00"
1,EE DONA JACY FRANCISCA GARCIA,31102831,2019,"R$    12.000,00"
1,ESC EST MARIO ALVES MEIRA,16001478,2019,"R$     9.960,00"
1,AYMAR BAPTISTA PRADO PROFESSOR DOUTOR,35905800,2019,"R$    12.000,00"
1,NUCL E EJA E CP DARCY VARGAS,43203841,2019,"R$    15.000,00"
1,ESCOLA ENEIDA RABELLO,26124599,2019,"R$    18.000,00"
2,EEEFM BARAO DE IGARAPE MIRI,15038769,2019,"R$    18.000,00"
1,ODARICO OLIVEIRA NASCIMENTO PROF,35005733,2019,"R$    12.000,00"
1,GERALDO ZANCOPE PROF,35033716,2019,"R$    12.000,00"
1,WALDE ROSI GALVAO C E EF M,41360567,2019,"R$    12.000,00"
1,EE NOVA CONTAGEM,31008605,2019,"R$    18.000,00"
1,EE SENHORA DE FATIMA,31035572,2019,"R$    15.000,00"
1,EE NOSSA SENHORA DO BELO RAMO,31001031,2019,"R$    15.000,00"
1,ESCOLA ESTADUAL MANOEL LEANDRO DE LIRA,27018350,2018,"R$    18.000,00"
1,ANGELO GEQUELIN C E VER EF M,41123913,2019,"R$    12.000,00"
1,EE AUGUSTO DOS ANJOS,31098175,2019,"R$     9.960,00"
1,EE HUGO WERNECK,31000451,2019,"R$    12.000,00"
1,LAURENTINA LORENA CORREA DA SILVA PROFA,35006543,2019,"R$    15.000,00"
1,VERGUEIRO SENADOR,35016159,2019,"R$    15.000,00"
1,MARIA HELOISA CASSELLI CE PROFA EF M,41130910,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL SATIRO DIAS,29191130,2019,"R$    18.000,00"
1,GRUPO ESCOLAR PROFESSOR ROBERTO SANTOS,29306396,2019,"R$    12.000,00"
1,ANTONIO DIAS PASCHOAL PROFESSOR,35018983,2018,"R$    12.000,00"
1,VITORIO JOSE ANTONIO ZAMARION PROFESSOR,35042648,2019,"R$    12.000,00"
1,ARMELINDO FERRARI,35043023,2019,"R$    12.000,00"
1,IDALINA LADEIRA FERREIRA PROFESSORA,35925561,2019,"R$    15.000,00"
1,CIEP 252 JOAO BAPTISTA CAFFARO,33099936,2019,"R$    15.000,00"
1,EEF PADRE JOAO RICK,42061156,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL FREI PEDRO TOMAS MARGALLO,29260256,2019,"R$    15.000,00"
1,COLEGIO MUNICIPAL PROFESSOR AMARO MATIAS,26187990,2019,"R$    18.000,00"
1,EE JOSE DA SILVA COUTO,31008532,2019,"R$    18.000,00"
1,CE PROFESSORA ELIANA DE ALMEIDA SANTOS,33044961,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL D MILTON CORREA PEREIRA,13027255,2019,"R$    18.000,00"
1,CE DOUTOR OSCAR PIMENTA SOARES,33092451,2019,"R$    15.000,00"
1,ROMILDA L WIEBBELING E M EI EF,41072081,2019,"R$     9.960,00"
1,EE LAICE AGUIAR,31001252,2019,"R$    15.000,00"
1,CARLOS BAROZZI,35026839,2019,"R$    12.000,00"
1,CE EDUC PROFIS SEN JESSE PINTO FREIRE CENEP,24096008,2019,"R$    15.000,00"
1,EEF DR WALDOMIRO COLAUTTI,42027187,2019,"R$     9.960,00"
1,EE PRESIDENTE TANCREDO NEVES,31167711,2019,"R$    15.000,00"
1,EEM ANTONIO CUSTODIO MESQUITA,23041811,2019,"R$    15.000,00"
1,CICERO BARBOSA LIMA JUNIOR PROF,35029105,2019,"R$    15.000,00"
1,CE ZULEIKA RAPOSO VALLADARES,33055785,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL CEREJEIRAS,51110024,2019,"R$     9.960,00"
1,OCTAVIANO CARDOSO,35030247,2019,"R$     9.960,00"
1,ESCOLA TOME FRANCISCO DA SILVA,26018977,2019,"R$    15.000,00"
1,ESCOLA ESTADUAL PROFESSOR EDGAR BARBOSA,24072028,2019,"R$    15.000,00"
1,UMEF PROFª MARIA DA GLORIA DE FREITAS DUARTE,32039530,2018,"R$    12.000,00"
1,ESCOLA MUNICIPAL DO ENSINO FUNDAMENTAL SAO BERNARDO,29317754,2018,"R$    12.000,00"
1,ESCOLA MUNICIPAL PROFESSORA FRANCISCA DA ROCHA NOVAIS,29038880,2018,"R$     9.960,00"
1,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SABINOPOLIS,31357707,2019,"R$    12.000,00"
1,CENTRO VOCACIONAL TECNOLOGICO BARRA MANSA,33173036,2019,"R$     9.960,00"
1,PEDRO PAULO DE AGUIAR,35921026,2019,"R$    18.000,00"
1,EE WENCESLAU RAMOS DA CRUZ,31079961,2019,"R$     9.960,00"
1,EC COLONIA AGRICOLA VICENTE PIRES,53004370,2019,"R$    12.000,00"
1,EE CORONEL CANTIDIO DRUMOND,31128945,2019,"R$    12.000,00"
1,EEM SANTA TEREZA,23155817,2019,"R$    12.000,00"
1,AZEVEDO JUNIOR,35011708,2019,"R$    15.000,00"
1,ESCOLA TECNICA ESTADUAL VISCONDE DE MAUA,33076502,2019,"R$    15.000,00"
1,EE MARGARIDA DE MELLO PRADO,31002551,2019,"R$    15.000,00"
1,EEEIEF DISTRITO DE UMARI,25004948,2019,"R$     9.960,00"
1,E M E F EXTERNATO SANTO ANTONIO MARIA ZACCARIA,15096394,2018,"R$    15.000,00"
1,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MEDIO ALBERTO LUNDGREN,25100459,2019,"R$    15.000,00"
1,EM LIRIO DO VALE,13028774,2019,"R$    15.000,00"
1,ECIEEFM ALZIRA LISBOA,25086316,2019,"R$    15.000,00"
1,ESCOLA ESTADUAL CASTRO ALVES,24057657,2019,"R$    15.000,00"
1,MARIA HELENA DUARTE CAETANO PROFESSORA,35011691,2018,"R$    12.000,00"
1,EE DR JOAO CHAVES,24052965,2019,"R$     9.960,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO VILA RICA,26109468,2019,"R$    12.000,00"
1,U E ALIRIO GUERRA DE MACEDO,22076581,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL MINERVINA AUGUSTA,31003662,2018,"R$    15.000,00"
1,EE PROF HONORIO RODRIGUES AMORIM,51043416,2019,"R$     9.960,00"
1,EE PROFESSORA MARIA COUTINHO,31002445,2019,"R$    18.000,00"
1,ESC EST ENS FUN JOSE DE ANCHIETA,43158951,2019,"R$     9.960,00"
1,EE PROF APOLINARIO BARBOSA ENSINO FUNDAMENTAL E MEDIO,24055832,2019,"R$    15.000,00"
1,FRANCISCO VICENTE LOPES GONCALVES PROFESSOR,35044885,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL INFANTIL TOQUE DE CARINHO,43249019,2018,"R$    12.000,00"
1,ESC EST JOSE FERREIRA DA COSTA,24065552,2019,"R$    12.000,00"
1,EE NILO MORAIS PINHEIRO,31020737,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL MONTEIRO LOBATO,27031829,2018,"R$    12.000,00"
1,EE PROFESSOR MANOEL SOARES,31103306,2019,"R$    12.000,00"
1,ESC INFANTIL FRANCISCA RODRIGUES RIBEIRO,12026301,2018,"R$    12.000,00"
1,DUILIO MAZIERO,35919305,2019,"R$    15.000,00"
1,EEEFM DE EJA PROF GERALDO LAFAYETTE BEZERRA,25092898,2019,"R$    15.000,00"
1,EE MARCIO NICOLATO,31181528,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL IRIS LOPES DA SILVA,29388988,2018,"R$     9.960,00"
1,ESC INDIGENA EST WURAMUI,16009215,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL CORONEL JOAO DUQUE,29044570,2018,"R$    18.000,00"
1,EE - COLEGIO ESTADUAL ALMERINDA ALMEIDA - DIST GAMELEIRA DO JACARE,29473365,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL JOAO AMAZONAS,26171724,2018,"R$     9.960,00"
1,EE CETI DOM JORGE EDWARD MARSKELL,13105329,2019,"R$    15.000,00"
1,UNID ESC ANTONIO PEREIRA DE ARAUJO,22136525,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL ALFREDO FERNANDES,13027077,2019,"R$    12.000,00"
1,E M E F MANOEL MENDES SOARES,15115798,2018,"R$    12.000,00"
1,ESCOLA RINALDO SILVA DE OLIVEIRA,26103290,2018,"R$    12.000,00"
1,EEEM PROFESSORA ZENITA FREITAS DE MATOS,15164780,2019,"R$    12.000,00"
1,INST ESTADUAL LUIZ GUILHERME DO PRADO VEPPO,43202683,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL CASIMIRO MOREIRA DA FONSECA,33166323,2019,"R$    15.000,00"
1,EE - CENTRO INTEGRADO DE EDUCACAO LUIZ NAVARRO DE BRITO,29277680,2019,"R$    18.000,00"
1,EE JOVIANO NAVES,31184551,2019,"R$    12.000,00"
1,ANTONIO NASCIMENTO PROFESSOR,35009039,2019,"R$    15.000,00"
1,CE THOMAZ GOMES,33016070,2019,"R$    12.000,00"
1,CE PROFESSOR JOSE ANTONIO MAIA VINAGRE,33034540,2019,"R$    12.000,00"
1,PEDRO JOSE NETO,35022068,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL PAULO MENDES CAMPOS,31223689,2018,"R$    15.000,00"
1,ESC EDUC INF TIO CHICO,43108881,2019,"R$     9.960,00"
1,EEBM ARROIO RINCAO,42148650,2019,"R$    12.000,00"
1,EEMTI IRACEMA,23071354,2019,"R$    12.000,00"
1,EE SINHA MOREIRA,31056634,2019,"R$    15.000,00"
1,EEEM PROFA ANUNCIADA CHAVES,15117456,2019,"R$    18.000,00"
1,EE EPHIGENIA DE JESUS WERNECK,31351040,2019,"R$    15.000,00"
1,LEONILDA ROSSI BARRIQUELO PROFESSORA,35909609,2019,"R$    12.000,00"
1,ESC INDIGENA EST SANTO ANTONIO,16010078,2019,"R$     9.960,00"
1,0817063 ESCOLA MUNICIPAL MARIA QUITERIA,33080755,2019,"R$    12.000,00"
1,CEEBJA ARAUCARIA EF M,41357280,2018,"R$    18.000,00"
1,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL HELIOPOLIS,31357804,2019,"R$    12.000,00"
1,ECI LUIZ GONZAGA BURITY,25087860,2019,"R$    12.000,00"
1,ESC EST PROFª MARIA ANGELINA GOMES - FUND E MEDIO,24014230,2019,"R$    12.000,00"
1,EE SAO TIAGO,31254312,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL SETE DE SETEMBRO,29031630,2019,"R$    12.000,00"
1,EE PROFESSORA DAURA DE CARVALHO NETO,31338915,2019,"R$    12.000,00"
1,LAUDELINA DE OLIVEIRA POURRAT PROFESSORA,35900473,2018,"R$    15.000,00"
1,COLEGIO ESTADUAL CELSO ARAUJO,23139382,2019,"R$    15.000,00"
1,EE PROF BENEDITO DE CARVALHO,51038617,2019,"R$    15.000,00"
1,ESC EST ENS FUN BENTO GONCALVES,43026117,2019,"R$     9.960,00"
1,CEM 02 DE BRAZLANDIA,53012720,2019,"R$    18.000,00"
1,ADELAIDE MARIA DE BARROS PROFESSORA,35924830,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL ROMULO GALVAO- DISTRITO DE SAO JOAO DO PARAISO,29311500,2019,"R$    12.000,00"
1,DULCE BREVES NEVES PROFESSORA,35005964,2019,"R$    12.000,00"
1,CE DOUTOR CESAR TINOCO,33008795,2019,"R$    12.000,00"
1,CE PROFESSOR ERNESTO FARIA,33066043,2019,"R$    15.000,00"
1,ESC EST ENS MED DR HECTOR ACOSTA,43125425,2018,"R$    15.000,00"
1,ESC INDIGENA TIKUNA DUQUE SEBASTIAO GASPAR ATCHIGUCU NGUTCHAUCU,13054244,2018,"R$    12.000,00"
1,JUVENTINA MARCONDES DOMINGUES DE CASTRO PROFA,35005393,2019,"R$    18.000,00"
1,EE MARIA FLORIPES NASCIMENTO ALVES,31010430,2019,"R$    15.000,00"
1,JOAQUIM FERREIRA DO AMARAL ETEC,35025641,2019,"R$    18.000,00"
1,ESCOLA MAURICIO MAXIMO DA SILVA,29464110,2019,"R$    12.000,00"
1,COLEGIO AGROPECUARIO DE ALMAS,17042798,2019,"R$     9.960,00"
1,ESCOLA ESTADUAL PADRE CABRAL,27036677,2018,"R$    15.000,00"
1,ESCOLA ESTADUAL DR EMILIO DE MAIA,27004490,2019,"R$    12.000,00"
1,EMEF DUQUE DE CAXIAS,43013821,2019,"R$    12.000,00"
1,SANTA OLIMPIA,35008941,2018,"R$    15.000,00"
1,ESC EST ENS MED CYRINO LUIZ DE AZEVEDO,43125409,2018,"R$    15.000,00"
1,EE - COLEGIO ESTADUAL ANTONIO CARLOS MAGALHAES,29271967,2019,"R$    12.000,00"
1,ESC EST ENS MED BENJAMIN CONSTANT DO SUL,43248403,2019,"R$     9.960,00"
1,EE PROF ALVANI DE FREITAS DIAS,24004294,2019,"R$    12.000,00"
1,CYNIRA STOCCO FAUSTO PROFESSORA,35479500,2018,"R$    15.000,00"
1,BAIRRO CRUZEIRO,35406004,2019,"R$    12.000,00"
1,CRISTIANE CHAVES MOREIRA BRAGA PROFESSORA,35924994,2019,"R$    15.000,00"
1,EE - ESCOLA DONA JENNY GOMES,29191637,2019,"R$    15.000,00"
1,ESC TECNICA EM SAUDE MARIA MOREIRA DA ROCHA,12028843,2019,"R$    18.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUINA LIRA,26086905,2019,"R$    12.000,00"
1,EE JUDITH VIANNA,31170810,2018,"R$    15.000,00"
1,E M BERNARDA BRANDAO,33031533,2019,"R$     9.960,00"
1,EE FREI INOCENCIO,31042901,2019,"R$    15.000,00"
2,COL ESTADUAL OLGA BENARIO PRESTES,43200699,2019,"R$    15.000,00"
1,EE PADRE JOSE ANDRE CALDEIRA COIMBRA,31119121,2019,"R$    15.000,00"
1,CE NOVA CAMPINA,33142882,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL CONEGO EMILIO LOBO,29190282,2019,"R$     9.960,00"
1,CE MONSENHOR MIGUEL DE SANTA MARIA MOCHON,33136475,2019,"R$    12.000,00"
1,CENTRO EDUCACIONAL PRESIDENTE MEDICI,29227577,2018,"R$    18.000,00"
1,LIBERO DE ALMEIDA SILVARES,35026980,2019,"R$    18.000,00"
1,CENTRO DE ENSINO DE TEMPO INTEGRAL PROFESSORA JOANA BATISTA SANTOS SILVA,21016283,2019,"R$    15.000,00"
1,EE TIAGO DELGADO,31069027,2019,"R$     9.960,00"
1,ESCOLA ESTADUAL DR JOSE TAVARES,27016404,2019,"R$    12.000,00"
1,MARIA J P SOUZA C E M,41044940,2019,"R$     9.960,00"
1,ESC EST ENS FUN DR ARTHUR VILLAMIL DE CASTRO,43052819,2019,"R$     9.960,00"
1,ESC EST ENS FUN ARROIO DO CARVALHO,43130291,2019,"R$     9.960,00"
1,MIGUEL HIDALGO,35923515,2019,"R$    18.000,00"
1,ESC EST ENS FUN SOUZA LOBO,43107931,2019,"R$    15.000,00"
1,CE VILA GUARANI,33090904,2019,"R$    12.000,00"
1,EE ALOIZIO CASTANHEIRA,31342556,2019,"R$     9.960,00"
1,FABIO EDUARDO RAMOS ESQUIVEL,35007500,2018,"R$    18.000,00"
1,EE SERGIO EUGENIO DA SILVA,31253421,2019,"R$     9.960,00"
1,CE MACHADO DE ASSIS,33055734,2019,"R$    15.000,00"
1,EMEF OZIEL ALVES PEREIRA,15166600,2018,"R$    15.000,00"
1,ESC EST ENS FUN AUGUSTO SEVERO,43038190,2019,"R$    15.000,00"
1,EDGARDO CAJADO DOUTOR,35024120,2018,"R$    15.000,00"
1,CE MINISTRO OROZIMBO NONATO,33127395,2019,"R$     9.960,00"
1,EEEF PADRE DUBOIS,15052184,2019,"R$    15.000,00"
1,ESCOLA MUNICIPAL PRESIDENTE ITAMAR FRANCO,31353760,2018,"R$    18.000,00"
1,EE - COLEGIO ESTADUAL JOSE RIBEIRO PAMPONET,29080533,2019,"R$    15.000,00"
1,CE ERCILIA MUYLAERT DE MENEZES,33013837,2019,"R$     9.960,00"
1,HORTA CORONEL,35012403,2019,"R$    12.000,00"
1,ESCOLA ESTADUAL JORNALISTA CELIO NUNES,28020995,2019,"R$    12.000,00"
1,JOAO ERNESTO DE SOUZA CAMPOS PROFESSOR,35039305,2019,"R$    15.000,00"
1,CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL MARIA FONTES DE FARIA - DONA MARIETA,28035100,2019,"R$     9.960,00"
1,UNIDADE ESCOLAR INTEGRADA SAO MARCOS,21279489,2018,"R$    15.000,00"
1,ESC EST ENS MED BENTO GONCALVES DA SILVA,43017851,2019,"R$     9.960,00"
1,CE JOAO MARQUES DOS REIS,33070199,2019,"R$    12.000,00"
1,TEREZINHA L OLIVEIRA C E EF M,41357043,2019,"R$     9.960,00"
1,ESC EST ENS FUN WALT DISNEY,43167454,2019,"R$    12.000,00"
1,EEEDPROFSAUDE NO HOSPITAL DE CLINICAS DE PORTO ALEGRE,43109314,2019,"R$    15.000,00"
1,ARNALDO BUSATO C E DR EF M,41084292,2019,"R$    12.000,00"
1,E M E F PE LEANDRO PINHEIRO,15095878,2019,"R$    15.000,00"
1,EEM PROFESSORA LIDIA CARNEIRO DE BARROS,23259825,2019,"R$    12.000,00"
1,EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DO MEDIO RIO DAS CONTAS,29303702,2019,"R$    15.000,00"
1,REGIANE DO CARMO MONTEIRO PROFESSORA,35924726,2019,"R$    15.000,00"
1,ESCOLA ESTADUAL DUQUE DE CAXIAS,13051156,2019,"R$    15.000,00"
1,U E BARTOLOMEU DA SILVA,22165819,2019,"R$    15.000,00"
1,ESC EST ENS FUN EUSEBIO DE QUEIROS,43041493,2019,"R$     9.960,00"
1,EE ALINE MARIA TEIXEIRA,51067838,2019,"R$    12.000,00"
1,EE SAO JOSE DO GIBAO,31205508,2019,"R$     9.960,00"
1,PARQUE DAS AROEIRAS II,35565052,2019,"R$    15.000,00"
1,EE SEVERINA PONTES DE MEDEIROS ENS 2 GR,24040444,2019,"R$    12.000,00"
1,ESCOLA WALNYZA BORBOREMA CUNHA,25123998,2019,"R$    12.000,00"
1,ESCOLA DE REFERENCIA EM ENSINO MEDIO GOVERNADOR MUNIZ FALCAO,26008530,2019,"R$    15.000,00"
1,EE DOUTOR MEMORIA,33056390,2018,"R$    12.000,00"
1,EE JOAO LUCIO TRINDADE SOBRINHO,31074942,2019,"R$     9.960,00"
1,ESCOLA TECNICA ESTADUAL DE SINOP - SECITEC,51109409,2019,"R$    15.000,00"
1,E M E F NELY MONTE,15546624,2018,"R$     9.960,00"
1,CEP - ESC TECNICA DE BRASILIA,53009819,2019,"R$    18.000,00"
1,EM JULIETA QUINTAL,21089086,2018,"R$    12.000,00"
1,EMEF ALEXSANDRO NUNES DE SOUZA GOMES,15165868,2019,"R$    18.000,00"
1,ESCOLA MUNICIPAL ACIOLY SILVA ARAUJO,29468507,2018,"R$    12.000,00"
1,ESCOLA PRESBITERIANA DE COLINAS DO TOCANTINS,17007852,2019,"R$    15.000,00"
1,DARCI RIBEIRO E M EI EF,41360400,2019,"R$     9.960,00"
1,NUCL E EJA E CP ERICO VERISSIMO,43169325,2019,"R$    15.000,00"
1,JARDIM MARIA LUIZA,35388973,2019,"R$     9.960,00"
1,ESC EST ENS FUN PASO DE LOS LIBRES,43162622,2019,"R$     9.960,00"
1,CIEP 089 GRACILIANO RAMOS,33049726,2019,"R$    18.000,00"
1,CEP CENTRO EDUCACAO PROFISSIONAL TANCREDO NEVES,31054488,2019,"R$    15.000,00"
1,ESCOLA ESTADUAL MESSIAS DE GUSMAO,27032159,2019,"R$    15.000,00"
1,MARIA NIVEA COSTA PINTO FREITAS PROFA,35919697,2019,"R$    12.000,00"
1,CLOVIS MONTEIRO EMEF,23082062,2019,"R$    12.000,00"
2,EEEF DR JOAO NAVARRO FILHO,25094440,2019,"R$    18.000,00"
1,EEEP FLAVIO GOMES GRANJEIRO,23040629,2019,"R$    12.000,00"
1,CE CASEMIRO MEIRELLES,33093091,2019,"R$    12.000,00"
1,EEM JOAQUIM MAGALHAES,23036010,2019,"R$    18.000,00"
1,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DOM PEDRO I,27039587,2019,"R$    15.000,00"
1,EEEF PROFESSORA TEREZINHA LEAL,25051652,2019,"R$     9.960,00"
1,ESCOLA MUNICIPAL PROFESSORA ROSILEI PEREIRA DOS SANTOS,51066637,2019,"R$    15.000,00"
1,ESCOLA MUNICIPALIZADA ANTONIO ANGELO DE LIMA,29086450,2019,"R$    12.000,00"
1,CE DOUTOR TUFFY EL JAICK,33021864,2019,"R$    15.000,00"
1,CE JOSUE DE CASTRO,33074046,2019,"R$    12.000,00"
1,CE PROFESSOR AMAZOR VIEIRA BORGES,33059381,2019,"R$    12.000,00"
1,EE - COLEGIO ESTADUAL LUIZ FERNANDO MACEDO COSTA - TEMPO INTEGRAL,29187303,2019,"R$    15.000,00"
1,MIGUEL ARRAES GOVERNADOR CPFP,35258349,2019,"R$     9.960,00"
1,EE OMAR REZENDE PEREZ,31129666,2019,"R$    12.000,00"
1,EE MANOEL JOAO ENS DE 1 GRAU,24002429,2019,"R$    12.000,00"
1,ESCOLA ROQUE AZEVEDO ROCHA,29417805,2019,"R$     9.960,00"
1,EC 17 DO GAMA,53002946,2018,"R$    12.000,00"
1,GRUPO ESCOLAR ELISIO PAIVA,29214203,2019,"R$    12.000,00"
1,MOACYR SANTOS DE CAMPOS PROFESSOR,35903875,2019,"R$     9.960,00"
1,CETI POLIVALENTE,22042385,2019,"R$    12.000,00"
1,EE MAGNO CLARET,31009768,2019,"R$    18.000,00"
1,EULALIA MALTA PROFESSORA,35010121,2019,"R$    18.000,00"
1,OSWALDO QUIRINO SIMOES EMEIEF,35083094,2018,"R$    15.000,00"
1,ESCOLA MUNICIPAL PROFESSORA ALDACI BARBOSA,23064927,2018,"R$    18.000,00"
1,ORLANDO QUAGLIATO ETEC,35034484,2019,"R$    15.000,00"
1,EM SAO FRANCISCO,50032658,2019,"R$    15.000,00"
1,ELIZETH MARIA ZECCHIN ACCO C M E I,41153529,2018,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL JORGE AMADO,29443334,2019,"R$    12.000,00"
1,EE PROFESSOR MILTON SANTOS,31322512,2018,"R$     9.960,00"
1,CE CHICO ANYSIO,33063389,2019,"R$    12.000,00"
1,EEM DOM TERCEIRO,23097140,2018,"R$    18.000,00"
1,ESCOLA ESTADUAL MANUEL RODRIGUES DE SOUZA,13084445,2019,"R$    18.000,00"
1,EE JOAQUIM MURTINHO,50018744,2019,"R$    18.000,00"
1,CE DOM PEDRO I,33061165,2018,"R$    18.000,00"
1,EE TENENTE JOSE COELHO DA ROCHA,31043681,2019,"R$    12.000,00"
1,JOAQUIM TORRES SANTIAGO PROFESSOR,35904569,2019,"R$    15.000,00"
1,COLEGIO ESTADUAL GIRASSOL DE TEMPO INTEGRAL AUGUSTO DOS ANJOS,17049229,2019,"R$     9.960,00"
1,EE RAUL SOARES,31166740,2019,"R$    15.000,00"
1,ESC EST ENS FUN ANITA GARIBALDI,43108830,2019,"R$    12.000,00"
1,CIEP 383 MAXIMO GORKI,33060185,2019,"R$    15.000,00"
1,SANTA LUZIA C E C EF M,41357108,2019,"R$     9.960,00"
1,RESIDENCIAL SAO JOSE,35576669,2019,"R$    15.000,00"
1,ESC EST ENS FUN PROFESSORA HELOISA LOUZADA,43052924,2018,"R$    12.000,00"
1,ESC EST ENS MED MARIO QUINTANA CAIC,43174159,2019,"R$    18.000,00"
1,JOSE DUARTE JUNIOR PROFESSOR,35908848,2019,"R$    15.000,00"
1,ARMANDO TAMASSIA PADRE EM,35222525,2018,"R$    12.000,00"
1,GETULIO VARGAS ETEC,35004352,2019,"R$    18.000,00"
1,JOSE BUSTAMANTE DEPUTADO,35901726,2018,"R$    18.000,00"
1,EE - COLEGIO ESTADUAL PROFESSORA LIA PUBLIO DE CASTRO- DISTRITO DE IBITIRA,29264049,2019,"R$    12.000,00"
1,ESCOLA MUNICIPAL QUINTINO CUNHA,23076682,2019,"R$    15.000,00"
1,EM RAIMUNDO GOMES,21147159,2019,"R$    12.000,00"
1,EE BARBARA HELIODORA,31174033,2018,"R$    15.000,00"
1,ESC EST ENS MED APPARICIO SILVA RILLO,43132898,2018,"R$    15.000,00"
1,ESCOLA JOAO CAVALCANTI PETRIBU,26091542,2019,"R$    15.000,00"
1,EE SAO JOSE,31099040,2019,"R$     9.960,00"
1,CENTRO DE ENSINO JOSUE DINIZ ALVES,21335419,2019,"R$    12.000,00"
1,CRECHE E CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO LAURINETE BARBOSA SILVA,28032373,2019,"R$     9.960,00"
1,EE - COLEGIO ESTADUAL PROFESSORA MARIA FREIRE ANUNCIACAO SILVA - DIST DE LAGOA REDONDA,29459915,2019,"R$    15.000,00"
1,EEEFM DOM ADAUTO,25082272,2019,"R$    15.000,00"
1,ANTONIO VILELA JUNIOR PROFESSOR,35018715,2019,"R$    15.000,00"
1,LEONEL BRIZOLA,35050386,2019,"R$    15.000,00"
1,COLEGIO TIRADENTES PMMG,31118770,2019,"R$    15.000,00"
1,CIEP 344 ADONIRAN BARBOSA,33097607,2019,"R$    12.000,00"
1,EMEB ANTONIO GOMES DA CRUZ,51042720,2018,"R$    12.000,00"
1,HERCY MORAES PROFESSORA,35018788,2019,"R$    12.000,00"
1,EEEF MAJOR JOSE BARBOSA,25083597,2019,"R$    12.000,00"
1,EE DE MELO VIANA,31009041,2019,"R$    18.000,00"
1,EE - COLEGIO ESTADUAL PROFESSOR NOGUEIRA PASSOS - TEMPO INTEGRAL,29195462,2019,"R$    12.000,00"
1,CEJA MONCLEBER GOMES,33139245,2019,"R$     9.960,00"
1,MARIA JANUARIA VAZ TUCCORI PROFESSORA,35020795,2019,"R$    15.000,00"
1,MAURICIO LEITE DE MORAES EMEB,35277605,2018,"R$    12.000,00"
1,EE SANTA JULIANA,31159611,2019,"R$    18.000,00"
1,ESC EST TECNICA AFFONSO WOLF,43051316,2019,"R$    18.000,00"
1,EMEI MARIA MADALENA XAVIER DE LIRA,26019850,2018,"R$     9.960,00"
